Title,Contents,Keyword
 아이폰  배경화면 공유 하늘 구름 달 우주 고화질  , 안녕하세요 혠입니다 오늘은 아이폰  아이폰  그리고 아이폰 에서 사용 가능한 고화질 배경화면을 만들어 왔어요상업적 무료 이미지를 사용했지만 만약 문제가 되는 사진이 있다면 댓글로 알려주세요 저장하셔서 배경화면으로 사용하시면 되고 아이폰  화면 크기에 맞춘 것으로 크기가 다르다면 설정에서 조정해서 사용해 주세요   첫 번째 배경화면 주제는 동화 같은 느낌의 구름이에요 하늘 속 몽글몽글 구름은 항상 배경화면으로 설정해두기에 무난한 주제인 것 같아요 저도 한때 많이 했는데 지루해질 때쯤 다른 색 구름으로 바꾸면 또 새로운 느낌이 들어서 좋았어요   두 번째 주제는 하얗고 예쁜 달이에요 자연물 배경화면이라 하면 달은 역시 빼놓을 수 없죠 같은 달인데도 함께 찍힌 풍경  사물  달의 모양에 따라서 다양한 느낌을 자아내는 듯해요   세 번째 주제는 별빛이 수놓아진 우주예요구름처럼 밝은 것보다 어두운 배경화면을 찾는 분들에게 딱 어울리는 배경화면이죠우주는 언뜻 보면 다 같아 보이지만 자세히 보면 다 다른 느낌이라 더 매력 있다고 생각해요 여러분들은 구름 달 그리고 우주 중에 어떤 걸 제일 좋아하시나요  가장 마음에 드는 사진을 배경화면으로 설정해 보세요 아이폰  배경화면 고화질 모음사진출처  , 배경화면     아이폰     구름     사용     주제   
 인스타 텀블러 감성 사진 프사 모음  , 안녕하세요 혠입니다 제목은 텀블러지만 출처는  인인스타 텀블러 감성 사진 모음집 포스팅입니다제목이 저런 이유는   텀블러 감성이 낭낭해서 아무튼 감성 돋는 사진들을 모아서 정방형으로 크롭하고몇몇 사진은 직접 보정했어요  카카오톡 배경화면이나 인스타그램  블로그 프사로도 사용하기 좋으니 예쁘게 사용해 주세요 펙셀즈는 상업적 무료 이미지 사이트인데행여나 본문 내 사진에 저작권 문제가 있을 때는 댓글 부탁드립니다    인스타 텀블러 감성 사진 모음 , 사진     텀블러     감성     제목     인스타   
 응답하라  매직아이   직접 만들기   보는 법  , 안녕하세요 혠이에요 아 드디어  응사 정주행 끝냈어요응답하라   다 보고 나한테 남은 건 뭐다 매직아이를 보는 법을 깨달았다는 것이다   언제적 응사인데 드디어 관련 포스팅을 쓰는지뒷북도 이런 뒷북이 없네요 그래도 쓸 거예요  나같은 사람 세상에 한 명은 더 있겠지 뒤늦게 응사 앓이 하는 사람이  설마 나 뿐이겠어   이게 바로 응답하라   매직아이 칠봉이와 나정이가 매직아이 내기를 하는데칠봉이가 나정이에게 미션으로 준 매직아이가 바로 이 사진이에요 무슨 사진인지 보이시나요 정답은 아래에   매직아이 꿀팁을 블로그에 적게 될 줄이야  사진을 눈 바로 앞에 두고 눈을 사팔뜨기 한 채로 사진 중앙을 약  초이상 지긋이 응시한다    눈을 그대로 유지한 채 사진을 아아아주 천천히 뒤로 이동한다 풀리려고 해도 참으세요  무조건 참아  응답하라  매직아이   보이시나요 한 번만 방법을 터득해서 보면두 번째부터는 금방 금방 보더라고요   위 사진들로 연습해보세요   매직아이를 직접 만들어볼 수도 있어요  저도 만들어봤는데 단순 특수문자 정도는 보이지만사진 종류는 잘 안보이는 것 같아요아래 사진들은 모두 단순한 특수문자입니다 복잡한 과정없이 자기만의 매직아이를 만들 수 있어서 좋은 거 같아요     위 링크는 매직아이가 어떤 모양인지 볼 수 있는 매직아이 뷰어예요 이것도 단순한 모양일 수록 더 잘 보여요   제가 위에 첨부했던 응답하라  매직아이는 하트 모양을 갖고 있네요  는 칠봉이의 마음   , 매직아이     사진     응답     응사     바로   
 주접 댓글 텍스트대치 모음   와이라노     윌리엄 혹시    , 안녕하세요 혠입니다요즘 유행하는 와이라노   텍스트대치랑 윌리엄 혹시   텍대 갖고 왔어요기타 주접 댓글 텍대들도 있습니당 기기나 플랫폼 종류에 따라 깨져 보일 수도 있어요 와이라노 와이라노     헐 윌리엄 혹시          예쁘게 욕 하기         존                                       네  다시요      강조되고 반복되는 소리는 강아지를 불 안하게 한다구욧       그럼 잘했다고 하지 말라구여     네에  아니요   짝짝짝  이렇게는 좋은게 아니에요      오 진짜     네에    왈왈왈     허허허 이런소리 싫어해요    네에  맞아요  그런소리를 하고있어요    왈왈왈    어어 그래그래 미키미키     일로와     어이     어잇     어잇  짝짝      어잇   짝짝      어잇     미키  네 제가요 왜요 논리적으로  반박  부탁부탁   네 제가요 왜요 논리적으로  반박  부탁부탁   예 거참  죄송하게  됐습니다   사죄의  말씀  드립니다   댄나웃겨  푸하 핫 꺄롭 낄레낄레     깔 깔   가 르 륵    털거덕털거덕 굥굥굥   뚜쉬캬핰 핫   푸하하핫        푸핫 엥 먼말이야                                                                                       상대방을 혼란시키는 현란한웃음 꺼이꺼이  흐그극  흐국뚜흐국뚜리  앙앙엉엉 주르륵 컹 정말 웃겨서 숨을 쉴 수 없습니다  맙소사  이와 같은 드립은 어디서 오는 것입니까  혹여 가보로 내려옵니까  나의 공중제비를 멈추게 하십시오  당신과 같은 재미있는 분들 덕분에 정말 웃겨서 숨을 쉴 수 없습니다  당신과 같은 재미있는 분들 덕분에 인생이 굉장히 재미있습니다  그러한 드립은 비밀히 보관하지 말고  재빨리 내용물을 꺼내 주십시오  세상에 이런 드립이 다 있겠습니까  드립 학원의 연줄이 평균 이상입니까  완전한 드립 기계가 틀림 없습니다  두부  흉부    모두 파열시키고 말았습니다  나의 배꼽을 보상해 내십시오  이것은 살인 드립입니다  호흡이 곤란합니다  제발 목숨을 살려 주십시오   작은 것들을 위한 시  오맘맘마   오맘맘마   오맘맘마   오맘맘마    오함마마 오함마마 찌개가 왜이렇게 짜  짜긴 뭐강 짱   엄마   이거 뭐에요  고구마호박  고구마호박이  뭐에요  고구마호박 모올랑  호박 맛나는  노오란 고구망   고구마호박이 아니라   호박고구마요 어머님   움    맛있다   마트 다녀오셨어요     영기엄마가 텃밭 에서 고구마호   호박고구마요어머님  그래  호굼   푸흡  호구마요  호 박 고 구    호 박 고 구 마    호박고구마  호 박 고 구 마 이제됐냐   흡  흑    헝헝헝    이 할망구가 왜이래 밥상에서     음파음파 쀨더리듬 몸이 기억하는대로 좋아 썸 띵언뽈게러블 바로 지금 맘이 흘러가는대로 좋아 수평선 위를 나는 거야아아아아아   호흡을 맞추고 두 눈을 맞추고 너와 나 좋아 썸 띵언뽈게러블 음퐈퐈 음퐈퐈 음퐈퐈 음퐈퐈 렛더빗드롭 기분 쏘 쏘 핫 핫  왜 그런 말을 했는지   어떠한 경위로 그런 말을 했는지   왜 그런 단어 선택을 했는지   평소에 그런 말을 자주 하는지   그 말을 할 때 어떤 생각을 했는지   평소에 생각을 자주 하는 편인지   그 말을 떠올리면 어떤 생각이 드는지   말하기 전에 생각 했는지   앞으로 어떻게 할 건지   어떤 생각을 가지고 살 건지   피해 보상은 생각해봤는지   보상을 한다면 어떤 방법으로 할건지   최종 의견   최종적으로 어떤 생각을 하게 됐는지   앞으로 어떻게 할 건지 귀 여 워  귀 여 워  귀 여 워 유엔빌리지 뿌앙 뿌앙 쀠웅 쀠웅 뿌아아앙 뿌앙 쀠웅 쀠웅 쀠웅 쿵 뚜쨕 쿵뚣뚜쨕 쿵 뚜쨕 쿵뚣뚜쨕 쿵 뚜쨕 쿵뚣뚜쨕 네비게이 션 독 서 당 어린이 공원 으로 누르고 엑셀을 밟아 나만 알고있던 그곳을 나우 모두가 올라가려 하겠지 어 디서든 게릥에니웨얼 에니웨얼 얼마든지 보여 뿌뿌 걸 윋닏베럴 로 맨 틱 함 이 필요한 시점이야 한남동의유엔빌리지 수류탄이다           툭  펑  펑 퍼 엉 퍼 어 어 퍼 퍼 엉 퍼 엉 펑펑  까악 까아악 깍깍 까아악 까아아아아아아아아아아아악 까를락꼬러롤 까아악 깍깍깍깍깍 깍두깈 깔롤롤로롹 까아아악 까악 까아악 깍깍 까아악 까아아아아아아아아아아아악 까를락꼬러롤 까아악 깍깍깍깍깍 깍두깈 깔롤롤로롹 까아아악 까악 까아악 깍깍 까아악 까아아아아아아아아아아아악 까를락꼬러롤 까아악 깍깍깍깍깍    , 아악     생각     드립     고구마     호박   
 이집트 상형문자 한글 특수문자 이모티콘 모음  , 안녕하세요 혠이에요이런 문자들 한 번씩 보셨죠 오늘은 한글 특수문자로 사용할 수 있는 이집트 상형문자 폰트 특문 이모티콘을 데려왔어요기종   플랫폼에 따라 깨져 보일 수 있어요                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , 문자     오늘     한글     특수문자     사용   
 아이폰 넷플릭스 자막 설정하는 방법  , 안녕하세요 혠이에요 다들 넷플릭스 어떤 자막 쓰고 계시나요  현재 저는   영화자막을 사용하고 있어요기본보다는 예쁜 자막 폰트를 사용하면 영화관 온 듯한 느낌도 들고 깔끔해서 기분이 좋더라구요 오늘은 아이폰 넷플릭스 자막 설정하는 방법을 알아봐요아이폰과 아이패드 어디서든 적용 가능합니다   우선   어플을 다운로드해줍니다 무료예요   그리고 자막으로 사용할 폰트를 다운로드해요 제가 앞서 말한   영화자막 폰트는 아래 링크에서 다운로드하시면 돼요    상업적 이용은 안 되지만 개인적으로 사용하시는 건 가능합니다 저는 혹시 몰라서 상업적 무료 폰트인 여씨향약언해 폰트를 사용해서 설명드릴게요   위의 사진의 오른쪽 상단 버튼   더보기를 눌러  에 폰트를 복사해 줍니다   그럼 이런 창이 뜰 거예요본인이 다운로드한 폰트 옆의  을 눌러줍시다   허용을 눌러주고  에서 나온 뒤아이폰의 설정으로 들어갑니다   에어플레인 모드 위에  프로파일이 다운로드 됨 이라는 창이 떠 있죠   설치해 줍니다   비밀번호를 누르고 다시 한번 설치    설치를 하셨으면 설정 칸에서 스크롤을 올려봐요검색할 수 있는 창이 뜰 겁니다   자막 검색 후 자막 및 청각장애인용 자막 버튼을 누릅니다   청각장애인용 자막    를 켜주고스타일 칸을 눌러볼까요   저는 이미 여러 개 만들어놔서 그런 거고 처음이시라면 윤곽체텍스트까지 있을 거예요 가장 아래의 새로운 스타일 생성을 눌러줄게요   원하는 이름으로 스타일명을 입력하고 서체 칸을 누릅니다   본인이 이전에 다운로드한 폰트를 찾아 눌러주면   이렇게 체크 표시가 생겨날 거예요비디오 오버라이드는 꺼줍니다   크기와 색상  불투명도 등을 저처럼 설정해 주시면 자막에 배경도 없고 깔끔해져서영화관 같은 느낌을 낼 수 있어요   이제 넷플릭스에서 원하는 자막 폰트로 콘텐츠를 시청할 수 있어요 아이폰 넷플릭스 자막 설정하는 방법  간단하죠 , 자막     폰트     다운로드     사용     설정   
 귀여운 동물 특수문자 이모티콘 모음  고양이 토끼 곰 강아지   , 안녕하세요 혠이에요 귀여운 동물 특수문자 이모티콘들을 데려왔어요이때까지 다양한 특수문자 이모티콘을 공유했는데동물만 정리해서 올리는 것은 처음이네요 복사해서 사용하시면 되고 아이폰의 경우에는 텍스트대치 설정해서 사용하면 편할 거예요텍스트대치 방법은 본문 아래쪽에 링크 걸어둘게용                                               아래에 커다란 이모티콘은 아스키아트라는 거예요짧은 이모티콘들과 다르게 아스키아트는 복붙하다보면 깨지는 경우가 있더라고요   작은 이모티콘들에 비해 자주 사용하기엔 어렵겠지만상황에 따라 귀엽게 사용할 수 있을 것 같아요                                                                                                                                                                                                                                                                 빈칸에는 이렇게 텍스트를 넣어서 토끼가 말하는 것처럼 귀엽게 사용할 수 있어요                                                                                앞서 말했던 아이폰 텍스트대치 하는 방법 포스팅 링크 첨부할게요 오늘도 좋은 하루 보내세요   , 이모티콘     사용     텍스트     대치     동물   
 윈도우   컴퓨터 이모티콘 이모지 단축키  , 안녕하세요 혠입니다 다들 폰으로 이런 이모지 많이 사용하시죠  저는 없으면 안 될 정도로 많이 사용하는데요 스마트폰이 아닌 윈도우 컴퓨터로도 이런 이모티콘을  초만에 쓸 수 있다는 사실  알고 계셨나요 필요한 그때그때 이모티콘 사이트에서 복사해서 사용하는 방법도 있지만 그보다 간단한 방법이 바로 윈도우 이모티콘 단축키를 사용하는 거예요   윈도우 이모티콘 단축키는 바로  키      마침표  혹은    키     윈도우 키와      혹은  를 동시에 눌러주기   그럼 이런 이모지 창이 뜰 거예요표정부터 음식  동물  하트까지 스마트폰에 있는 웬만한 이모티콘은 다 있답니다 블로그포스팅  메모장  문서 등 어디서든 간단하게 호출해서 사용할 수 있는 윈도우 이모티콘   하단의 메뉴를 눌러서 원하는 카테고리의 이모티콘을 사용할 수 있어요    윈도우 이모티콘도 스마트폰과 다를 것 없이 사람의 경우 인종도 자유자재로 변경할 수 있습니다   왼쪽 상단의 메뉴를 바꿔주면 이모지뿐만 아니라 카오모지  특수문자 이모티콘도 찾아볼 수 있습니다   세번째 메뉴에는 여러가지 종류의 기호들도 있어요 이제 문서 작업 할 때 한자키 눌러서 힘들게 찾을 필요 없이 여기서 한 눈에 기호를 찾으면 되겠네요 , 이모티콘     사용     윈도우     이모지     스마트폰   
 페이코 결제 시 더벤티 아메리카노  원 아이스아메리카노  원  , 안녕하세요 혠이에요 저는 요즘 더벤티에 포옥 빠졌답니다 특히 아이스아메리카노는  원 저렴한 가격에 짐승 같은 용량이라서 거의 매일 사 먹는 편이에요  일  더벤티 제대로 실천 중  오늘은 페이코 결제하고 더벤티  원 할인받는 꿀팁을 알려드려구요광고글도 아니고 페이코 설치를 권유할 수는 없겠지만  원래 페이코를 쓰고 계신 분들은 꼭  하세요  개이득   우선 페이코를 들어가면 쿠폰   내 주변 메뉴에 더벤티가 떠 있을 거예요 눌러줍시다 할인을 받게 되면 따뜻한 아메리카노는  원에  아이스아메리카노는  원에 먹을 수 있다는 사실 아메리카노 외에 다른 음료들도 모두 적용돼요   참고로 이 페이코 이벤트는 총 결제액에서  원이 할인되는 원리이기 때문에 여러 개를 한 번에 주문할 때에는 주의하세요한 번에  원씩 무려  번 할인이 됩니다   할인 이벤트 유의사항 매장 사정에 따라 주문 가능 시간이 다릅니다 픽업 주문하기 에서 매장  메뉴 선택 후 페이코 결제 시 할인 쿠폰이 자동 적용됩니다 할인 쿠폰의 제한 횟수는   당 적용됩니다  회 본 이벤트는   페이코와 제휴사의 사정에 의해 사전 고지 없이 조기종료 또는 변경될 수 있습니다   저는 아이스아메리카노 하나를 주문해볼게요더벤티는 따뜻한 아메리카노와 아이스아메리카노의 가격이 다르기 때문에 주문할 때 잘 보고 하세요저 실수 몇 번 했어요    포장 여부  그냥 테이크아웃 할 건지 비닐에 넣을 건지 를정하고 픽업 시간 설정을 정해요바로 픽업으로 주문할 땐  분 이내 픽업이 원칙입니다   그리고 페이코 결제를 통해 주문을 하면 됩니다   자 이제 더벤티로 가서 테이크아웃만 하면 끝간단하게  원으로 아이스아메리카노를 마실 수 있어요 저는 이 포스팅을 올리기도 전에 이미 할인  회 쿠폰을 다 썼네요      아쉬워요 티끌 모아 태산이니까 더벤티를 좋아하시는 모든 분들에게꼭 추천해 주고 싶은 이벤트예요 , 아메리카노     페이     할인     주문     아이스   
 인스타 특수문자 이모티콘 인스타그램 이모지 모음  , 안녕하세요 혠이에요 특수문자 이모티콘에는 정말 다양한 종류가 있죠카톡 할 때 많이 쓰는 표정 이모지부터 인스타그램 프로필 한 줄 소개에 쓰기 좋은 인스타 특수문자 이모티콘까지 위와 같은 문자가 제가 말하는 인스타 특수문자 이모티콘이에요 깔끔하고 예쁘지 않나요 완전 내 취향  인스타그램 한 줄 소개뿐만 아니라 네이버 블로그에서 글 쓸 때 분할용으로 사용하기에도 좋아요                                                                                                                                                             아래쪽에 있는 특수문자 이모티콘에는 중간 공백에 텍스트를 넣어서 사용하기 좋아요             플랫폼  기기에 따라서 깨져서 보이지 않는 문자도 있어요그리고 아래 링크에서 더 많은 종류의 인스타 특수문자 이모티콘을 찾아볼 수 있어요유용하게 사용하세요   , 특수문자     이모티콘     인스타     사용     종류   
 허블 우주 망원경  주년   내 생일 우주 알아보기  , 안녕하세요 혠이에요 미국 항공 우주국 나사 에서허블 우주 망원경  주년 기념으로  내 생일 우주 를 알아볼 수 있는 사이트를 열었어요소소한 이벤트 같은 거겠죠 저도 궁금해서 한 번 해봤는데 다들 한 번씩 본인 생일 검색해보세요 같은 연도는 아니더라도  본인의 생일에 허블 망원경이 찍은 생일 우주의 모습을 찾아볼 수 있어요날짜 이것저것 검색해봤는데 제 생각보다 훨씬 다양한 모습의 우주가 있더라고요 신기했어요    나사 생일 우주 검색하기     사진 아래    를 누르면   다양한 크기로 사진을 다운로드할 수 있고해당 생일 우주 사진에 관한 설명도 볼 수 있어요 , 우주     생일     검색     사진     나사   
 앱스토어 게임 비내리는 다락방    , 안녕하세요 혠입니다 저는 요새 집콕하면서 앱스토어 게임 비내리는 다락방을 하고 있어요사진에 보이는 저 친구의 방을 꾸며주고 대화를 나누면서 친구가 밝아지게 하는 게임이에요 저 친구가 좀 귀엽게 생기긴 했지만  우울증인 건지 게임 자체의 분위기가 대체로 우중충해요   시작할게요 아직 비내리는 다락방을 시작한진 며칠 되지 않았어요 천천히 플레이하며 후기를 남겨보려 합니다   앱스토어 게임 비내리는 다락방을 할 때는 마음의 여유를 가지는 게 제일 중요하대요몇 시간 게임 켜놔도 할 수 있는 게 별로 없어요 그냥 다른 일하면서 생각날 때마다 눌러주는 게 좋아요   비내리는 다락방의 기본 게임 방법은 다음과 같고보통 게임과는 다르게 방치형 게임 느낌이 나요빗물과  온수  마음을 모으는 게 중요해요방치와 터치로 얻을 수 있어용   두근거리는 첫 만남인데 눈길도 주지 않네요어둡고 칙칙한 방 안 모습이에요다마고치 우울증 버전 시작한 기분   캐릭터를 눌렀더니 왼쪽에 대화 개수가 줄어들었고 동시에  어색한 첫 만남  타이틀을 얻었어요 첫 마디가 무려   천장을 바라보고 있다     이렇게 부정적인 말만 하는 친구가 어떻게 변할지 궁금해요   창문을 클릭했더니 우유배달이 와있었어요 우유는 정기적으로 배달이 오는데무슨 기능인지는 아직까지 모르겠어요 눌러도 별다른 변화가 없더라구요   일단 방을 좀 치워봅시다 상자를 치웠더니  시작이 반이야 를 얻게 되었어요암요 뭐든 시작이 반이죠 사실 제가 치우고 싶다고 다 치우는 건 아니고 마음 을 지불해야만 치울 수 있는 것들도 있어요마음을 먹어야만 치울 수 있다는 의미일까요 마음 은 캐릭터와 대화를  번 할 때마다 하나씩 얻을 수 있어요   호감도 레벨이 높아질 때마다 새로운 투두리스트가 생겨나요이것저것 둘러보다 별명도 지었어요   스스로를 귀여워하라는 의미에서 별명은 귀여워로 붙여줬어요   우측 카테고리 첫 번째 메뉴에는 온수와 냉수로 구매할 수 있는 물건들이 나와요 저는 모을 때마다 하나씩 구매 중이에요   오른쪽 메뉴 중 세 번째 버튼을 누르면 방의 뒷모습도 나와요   오 마이 갓김치 벽지 곧 흘러내리겠다뒷면이 더 어두워 보이는 건 기분 탓일까요   우연히 클릭한 창문에서 비행기와 고양이를 만났어요그렇게 얻은  방금 지나간 거 봤어   앗 도망가버렸어   창문은 자주 클릭해보는 게 좋아요상점에서 물건을 구입할 때 필요한 온수와 빗물을 쉽게 얻을 수 있는 곳이기도 하고귀여운 고양이와 비행기도 등장하거든요   생각날 때마다 찾아와서 이 친구와 대화하면 돼요생각보다 다양한 말을 하더라고요가끔 공감되는 말을 할 땐 슬프면서도 무서워요   우측 두 번째 메뉴에서 고양이와 비행기 아이콘을 캐릭터 속에 넣어줬더니 에피소드가 등장했어요 여태 본 모습 중에 가장 밝은 모습   따흑고양이 발견했을 때 귀여워   열나게 모은 하트로 떡볶이 배달해 줬어요이 자식 고맙다는 말도 없어  잘 먹어서 좋다   암튼 떡볶이 먹고 호감 수치가 올라서 그런가처음으로 질문을 했어요 감격의 순간이라 캡처   열나게 하트 모아서 저 상자 치우니까 침대 생긴 거 있죠 하트를 제일 빠르게 모으는 법은 광고 보는 거예요라디오에 안테나 표시가 생기면 볼 수 있고 대화 횟수를  회로 돌려줘요  하트  개 분마다 다시 볼 수 있으며 광고는  초   벽지 뭐지  암튼 벽지와 서랍  러그도 바꿨어요너덜너덜하지만 나름 침대도 생겼어요  저기서 어떻게 자   온수와 빗물 등을 받기 위해  시간 동안 재웠어요 자는 시간 동안에는 아무런 터치도 하지 못해요잠자기 전에 캐릭터 먼저 재웁시다 그럼 다음날 수월하게 게임할 수 있겠죠   아침 되니까 먼저 깨있더라고요첫 침대 사용으로  너무 피곤해 를 얻었어요   그렇구나   배고플까 봐 밥도 주문해 줬어요   재우고 밥 두 번 사줬더니 호감도 레벨이  로 상승했어요 열심히 해서 얼른 엔딩 보고 싶네용 , 게임     친구     대화     시작     마음   
 파이썬   하트 별 꽃 모양 만들기  , 파이썬   모듈 사용해서 하트 만들기         내 머리의 한계는 야매코딩         사용해서 별 만들기           꽃도 만들어 봄            끗 , 사용     만들기     파이썬     모듈     하트   
  어플로 빙고 만들기  , 안녕 혠이에요오늘은   어플을 이용해서요즘 유행하는 빙고 만들기 포스팅을 할게요 단순하게 만드는 방법도 많지만이왕 만드는 거 예쁘게 만들면 좋잖아요  어플에 다양한 템플릿이 있더라고요   제가 만든 빙고는 이렇게 생겼어요좋아하는 음식 빙고     우선 앱스토어에서   어플을다운로드해 줍니다   로그인을 하고 홈 화면으로 들어가서   위쪽 검색창에   혹은 빙고를 검색해 줄게요그럼 이렇게 다양한 빙고 만들기 템플릿들이 떠요   대충 이런 템플릿들이 있슴다템플릿들은 죄다 영어지만 그냥 한글로 변경하면 돼요   저는 이 깔끔한 템플릿을 사용해서 만들 거예요   글씨 변경도 가능하고 아래에 설정들을 건드려서 폰트  글씨 색상  크기 등을 변경할 수 있어요   아래 빙고판의 글씨들도 눌러서 변경할 수 있어요글씨가 너무 작죠    폰트 크기 및 모양 변경도 이렇게 가능합니다 여기서 단점을 꼽자면 글씨를 키울 때 하나하나 눌러서 폰트 크기를 키워줘야 해요   배경색도 마음대로 변경 가능해요  어플 자체에 다양한 아이콘도 있어서 다양한 형태로 빙고 만들기 하기에 좋아요집콕하면서 시간 보내기 딱 좋은 빙고 다들 예쁘게 만드시고 건강 조심하세요 , 빙고     변경     템플릿     글씨     어플   
    파일 한 줄씩 읽고 쓰기  ,   내용이                인   파일을 만들어 사용했어요프로그래밍을 진행할   폴더에 저장해두심 됩니다     실행한 후    명에서 오른쪽 마우스를 누르고 파일 탐색기에서 폴더 열기를 클릭하면   새로운  가 생성된 것을 볼 수 있어요           이번엔 읽어오는   내용을         로 바꿨어요    필요한   주소에 일정한 패턴을 갖고 있을 때 사용하기 편할 것 같아요 , 내용     파일     사용     폴더     프로그래밍   
